id,quantity,title,pid,type,description,image,brand_name,amount,date,status,payment_mode,cid,pname,pemail,pphone,pplace,ppost,ppin,pcustomer_type,retailer_name,retailer_email,retailer_phone,retailer_place,retailer_post,retailer_pin
265,2,Brown Bread,19,Bakery,Healthy brown bread,/media/WhatsApp%20Image%202026-03-26%20at%2012.30.44.jpeg,Britannia,45,2026-03-26,Ordered,Cash,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
266,1,Coffee Powder,20,Beverage,Instant coffee,/media/WhatsApp%20Image%202026-03-26%20at%2012.37.30.jpeg,Nescafe,180,2026-03-26,Ordered,Cash,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
267,2,Dry Fruits Mix,21,Snack,"Almonds, cashews mix",/media/WhatsApp%20Image%202026-03-26%20at%2012.41.56.jpeg,Local,250,2026-03-26,Ordered,Cash,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
268,2,Glucose Powder,24,Health Drink,Instant energy drink,/media/WhatsApp%20Image%202026-03-26%20at%2012.41.57%20(1).jpeg,Glucon-D,95,2026-03-26,Ordered,Cash,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
269,1,Instant Soup Packet,25,Packaged Food,Ready-to-make soup,/media/WhatsApp%20Image%202026-03-26%20at%2012.41.57%20(2).jpeg,Maggie,25,2026-03-26,Ordered,Cash,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
270,3,Rice 1 kg,5,Grocery,Premium quality white rice,/media/WhatsApp Image 2026-03-16 at 08.31.17.jpeg,India Gate,60,2026-03-26,Ordered,Debit Card,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
271,2,Coca Cola 500 ml,10,beverage,Soft drink,/media/download.jpeg,Coca Cola,40,2026-03-26,Ordered,Credit Card,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
272,2,Dark Fantasy Choco fills,11,Snack,Crunchy outer shell with rich chocolate filling,/media/Dark%20Fantasy%20Choco%20fills%20Photography%20and%20styling.jpeg,Sunfeast,170,2026-03-26,Ordered,Credit Card,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
273,2,Rice 1 kg,5,Grocery,Premium quality white rice,/media/WhatsApp Image 2026-03-16 at 08.31.17.jpeg,India Gate,60,2026-03-26,Ordered,Net Banking,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
274,2,Dark Fantasy Choco fills,11,Snack,Crunchy outer shell with rich chocolate filling,/media/Dark%20Fantasy%20Choco%20fills%20Photography%20and%20styling.jpeg,Sunfeast,170,2026-03-26,Ordered,Net Banking,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
275,2,Coca Cola 500 ml,10,beverage,Soft drink,/media/download.jpeg,Coca Cola,40,2026-03-26,Ordered,Net Banking,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
276,2,Instant Soup Packet,25,Packaged Food,Ready-to-make soup,/media/WhatsApp%20Image%202026-03-26%20at%2012.41.57%20(2).jpeg,Maggie,25,2026-03-26,Ordered,Net Banking,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
277,2,Dark Fantasy Choco fills,11,Snack,Crunchy outer shell with rich chocolate filling,/media/Dark%20Fantasy%20Choco%20fills%20Photography%20and%20styling.jpeg,Sunfeast,170,2026-03-26,Ordered,Net Banking,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
278,2,Dove Soap,18,Personal Care,Care Moisturizing beauty soap,/media/WhatsApp%20Image%202026-03-26%20at%2012.27.45.jpeg,Dove ,55,2026-03-26,Ordered,Net Banking,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
279,2,Brown Bread,19,Bakery,Healthy brown bread,/media/WhatsApp%20Image%202026-03-26%20at%2012.30.44.jpeg,Britannia,45,2026-03-26,Ordered,Net Banking,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
280,1,Coffee Powder,20,Beverage,Instant coffee,/media/WhatsApp%20Image%202026-03-26%20at%2012.37.30.jpeg,Nescafe,180,2026-03-26,Ordered,Net Banking,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
281,2,Dark Fantasy Choco fills,11,Snack,Crunchy outer shell with rich chocolate filling,/media/Dark%20Fantasy%20Choco%20fills%20Photography%20and%20styling.jpeg,Sunfeast,170,2026-03-26,Ordered,Net Banking,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
282,2,Mango Juice,26,Beverage,Refreshing mango drink,/media/WhatsApp%20Image%202026-03-26%20at%2014.13.19.jpeg,Maaza,55,2026-03-26,Ordered,Net Banking,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
283,5,Dark Fantasy Choco fills,11,Snack,Crunchy outer shell with rich chocolate filling,/media/Dark%20Fantasy%20Choco%20fills%20Photography%20and%20styling.jpeg,Sunfeast,170,2026-03-26,Ordered,Net Banking,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
284,1,Brown Bread,19,Bakery,Healthy brown bread,/media/WhatsApp%20Image%202026-03-26%20at%2012.30.44.jpeg,Britannia,45,2026-03-26,Ordered,Net Banking,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
285,2,Dry Fruits Mix,21,Snack,"Almonds, cashews mix",/media/WhatsApp%20Image%202026-03-26%20at%2012.41.56.jpeg,Local,250,2026-03-26,Ordered,Credit Card,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
286,1,Ice Cream Cup,23,Frozen, ice cream,/media/WhatsApp%20Image%202026-03-26%20at%2012.41.57.jpeg,Amul,30,2026-03-26,Ordered,Credit Card,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
287,1,Glucose Powder,24,Health Drink,Instant energy drink,/media/WhatsApp%20Image%202026-03-26%20at%2012.41.57%20(1).jpeg,Glucon-D,95,2026-03-26,Ordered,Credit Card,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
288,2,Instant Soup Packet,25,Packaged Food,Ready-to-make soup,/media/WhatsApp%20Image%202026-03-26%20at%2012.41.57%20(2).jpeg,Maggie,25,2026-03-26,Ordered,Credit Card,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
289,2,Dry Fruits Mix,21,Snack,"Almonds, cashews mix",/media/WhatsApp%20Image%202026-03-26%20at%2012.41.56.jpeg,Local,250,2026-03-26,Ordered,Net Banking,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
290,1,Rice 1 kg,5,Grocery,Premium quality white rice,/media/WhatsApp Image 2026-03-16 at 08.31.17.jpeg,India Gate,60,2026-03-26,Ordered,Credit Card,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
291,2,Brown Bread,19,Bakery,Healthy brown bread,/media/WhatsApp%20Image%202026-03-26%20at%2012.30.44.jpeg,Britannia,45,2026-03-26,Ordered,Credit Card,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
292,1,Coffee Powder,20,Beverage,Instant coffee,/media/WhatsApp%20Image%202026-03-26%20at%2012.37.30.jpeg,Nescafe,180,2026-03-26,Ordered,Credit Card,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
293,2,Brown Bread,19,Bakery,Healthy brown bread,/media/WhatsApp%20Image%202026-03-26%20at%2012.30.44.jpeg,Britannia,45,2026-03-26,Ordered,Credit Card,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
294,1,Coffee Powder,20,Beverage,Instant coffee,/media/WhatsApp%20Image%202026-03-26%20at%2012.37.30.jpeg,Nescafe,180,2026-03-26,Ordered,Credit Card,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
295,2,Dry Fruits Mix,21,Snack,"Almonds, cashews mix",/media/WhatsApp%20Image%202026-03-26%20at%2012.41.56.jpeg,Local,250,2026-03-26,Ordered,Net Banking,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
296,2,Ice Cream Cup,23,Frozen, ice cream,/media/WhatsApp%20Image%202026-03-26%20at%2012.41.57.jpeg,Amul,30,2026-03-26,Ordered,Net Banking,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
297,2,Instant Soup Packet,25,Packaged Food,Ready-to-make soup,/media/WhatsApp%20Image%202026-03-26%20at%2012.41.57%20(2).jpeg,Maggie,25,2026-03-26,Ordered,Net Banking,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
298,2,Mango Juice,26,Beverage,Refreshing mango drink,/media/WhatsApp%20Image%202026-03-26%20at%2014.13.19.jpeg,Maaza,55,2026-03-26,Ordered,Net Banking,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
299,2,Chocolate Gift Pack,27,Chocolates,Mixed chocolates,/media/WhatsApp%20Image%202026-03-26%20at%2014.13.19%20(1).jpeg,Cadbury,200,2026-03-26,Ordered,Net Banking,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
300,2,Rice 1 kg,5,Grocery,Premium quality white rice,/media/WhatsApp Image 2026-03-16 at 08.31.17.jpeg,India Gate,60,2026-03-26,Ordered,Debit Card,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
301,2,Dove Soap,18,Personal Care,Care Moisturizing beauty soap,/media/WhatsApp%20Image%202026-03-26%20at%2012.27.45.jpeg,Dove ,55,2026-03-26,Ordered,Debit Card,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
302,1,Mango Juice,26,Beverage,Refreshing mango drink,/media/WhatsApp%20Image%202026-03-26%20at%2014.13.19.jpeg,Maaza,55,2026-03-26,Ordered,Debit Card,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
303,2,Coca Cola 500 ml,10,beverage,Soft drink,/media/download.jpeg,Coca Cola,40,2026-03-26,Ordered,UPI,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
304,2,Instant Soup Packet,25,Packaged Food,Ready-to-make soup,/media/WhatsApp%20Image%202026-03-26%20at%2012.41.57%20(2).jpeg,Maggie,25,2026-03-26,Ordered,UPI,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
305,3,Coca Cola 500 ml,10,beverage,Soft drink,/media/download.jpeg,Coca Cola,40,2026-03-26,Ordered,Credit Card,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
306,4,Ice Cream Cup,23,Frozen, ice cream,/media/WhatsApp%20Image%202026-03-26%20at%2012.41.57.jpeg,Amul,30,2026-03-26,Ordered,Credit Card,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
307,2,Mango Juice,26,Beverage,Refreshing mango drink,/media/WhatsApp%20Image%202026-03-26%20at%2014.13.19.jpeg,Maaza,55,2026-03-26,Ordered,Credit Card,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
308,2,Coca Cola 500 ml,10,beverage,Soft drink,/media/download.jpeg,Coca Cola,40,2026-03-26,Ordered,UPI,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
309,2,Brown Bread,19,Bakery,Healthy brown bread,/media/WhatsApp%20Image%202026-03-26%20at%2012.30.44.jpeg,Britannia,45,2026-03-26,Ordered,UPI,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
310,2,Ice Cream Cup,23,Frozen, ice cream,/media/WhatsApp%20Image%202026-03-26%20at%2012.41.57.jpeg,Amul,30,2026-03-26,Ordered,UPI,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
311,2,Instant Soup Packet,25,Packaged Food,Ready-to-make soup,/media/WhatsApp%20Image%202026-03-26%20at%2012.41.57%20(2).jpeg,Maggie,25,2026-03-26,Ordered,UPI,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
312,2,Mango Juice,26,Beverage,Refreshing mango drink,/media/WhatsApp%20Image%202026-03-26%20at%2014.13.19.jpeg,Maaza,55,2026-03-26,Ordered,UPI,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
313,1,Rice 1 kg,5,Grocery,Premium quality white rice,/media/WhatsApp Image 2026-03-16 at 08.31.17.jpeg,India Gate,60,2026-03-26,Ordered,Credit Card,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
314,2,Mango Juice,26,Beverage,Refreshing mango drink,/media/WhatsApp%20Image%202026-03-26%20at%2014.13.19.jpeg,Maaza,55,2026-03-26,Ordered,Credit Card,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
315,2,Rice 1 kg,5,Grocery,Premium quality white rice,/media/WhatsApp Image 2026-03-16 at 08.31.17.jpeg,India Gate,60,2026-03-26,Ordered,Net Banking,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
316,2,Brown Bread,19,Bakery,Healthy brown bread,/media/WhatsApp%20Image%202026-03-26%20at%2012.30.44.jpeg,Britannia,45,2026-03-26,Ordered,Net Banking,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
317,1,Coffee Powder,20,Beverage,Instant coffee,/media/WhatsApp%20Image%202026-03-26%20at%2012.37.30.jpeg,Nescafe,180,2026-03-26,Ordered,Net Banking,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
318,1,Brown Bread,19,Bakery,Healthy brown bread,/media/WhatsApp%20Image%202026-03-26%20at%2012.30.44.jpeg,Britannia,45,2026-03-26,Ordered,Debit Card,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
319,1,Coffee Powder,20,Beverage,Instant coffee,/media/WhatsApp%20Image%202026-03-26%20at%2012.37.30.jpeg,Nescafe,180,2026-03-26,Ordered,Debit Card,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
320,1,Dry Fruits Mix,21,Snack,"Almonds, cashews mix",/media/WhatsApp%20Image%202026-03-26%20at%2012.41.56.jpeg,Local,250,2026-03-26,Ordered,Debit Card,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
321,3,Coca Cola 500 ml,10,beverage,Soft drink,/media/download.jpeg,Coca Cola,40,2026-03-26,Ordered,Debit Card,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
322,2,Brown Bread,19,Bakery,Healthy brown bread,/media/WhatsApp%20Image%202026-03-26%20at%2012.30.44.jpeg,Britannia,45,2026-03-26,Ordered,Debit Card,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
323,4,Instant Soup Packet,25,Packaged Food,Ready-to-make soup,/media/WhatsApp%20Image%202026-03-26%20at%2012.41.57%20(2).jpeg,Maggie,25,2026-03-26,Ordered,Debit Card,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
324,3,Mango Juice,26,Beverage,Refreshing mango drink,/media/WhatsApp%20Image%202026-03-26%20at%2014.13.19.jpeg,Maaza,55,2026-03-26,Ordered,Debit Card,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
325,1,Coca Cola 500 ml,10,beverage,Soft drink,/media/download.jpeg,Coca Cola,40,2026-03-26,Ordered,Cash,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
326,2,Brown Bread,19,Bakery,Healthy brown bread,/media/WhatsApp%20Image%202026-03-26%20at%2012.30.44.jpeg,Britannia,45,2026-03-26,Ordered,Cash,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
327,1,Coffee Powder,20,Beverage,Instant coffee,/media/WhatsApp%20Image%202026-03-26%20at%2012.37.30.jpeg,Nescafe,180,2026-03-26,Ordered,Cash,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
328,1,Dry Fruits Mix,21,Snack,"Almonds, cashews mix",/media/WhatsApp%20Image%202026-03-26%20at%2012.41.56.jpeg,Local,250,2026-03-26,Ordered,Cash,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
329,6,Ice Cream Cup,23,Frozen, ice cream,/media/WhatsApp%20Image%202026-03-26%20at%2012.41.57.jpeg,Amul,30,2026-03-26,Ordered,Cash,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
330,4,Instant Soup Packet,25,Packaged Food,Ready-to-make soup,/media/WhatsApp%20Image%202026-03-26%20at%2012.41.57%20(2).jpeg,Maggie,25,2026-03-26,Ordered,Cash,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
331,1,Mango Juice,26,Beverage,Refreshing mango drink,/media/WhatsApp%20Image%202026-03-26%20at%2014.13.19.jpeg,Maaza,55,2026-03-26,Ordered,Cash,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
332,2,Coca Cola 500 ml,10,beverage,Soft drink,/media/download.jpeg,Coca Cola,40,2026-03-26,Ordered,Debit Card,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
333,2,Dove Soap,18,Personal Care,Care Moisturizing beauty soap,/media/WhatsApp%20Image%202026-03-26%20at%2012.27.45.jpeg,Dove ,55,2026-03-26,Ordered,Debit Card,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
334,2,Brown Bread,19,Bakery,Healthy brown bread,/media/WhatsApp%20Image%202026-03-26%20at%2012.30.44.jpeg,Britannia,45,2026-03-26,Ordered,Debit Card,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
335,2,Instant Soup Packet,25,Packaged Food,Ready-to-make soup,/media/WhatsApp%20Image%202026-03-26%20at%2012.41.57%20(2).jpeg,Maggie,25,2026-03-26,Ordered,Debit Card,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
336,1,Coca Cola 500 ml,10,beverage,Soft drink,/media/download.jpeg,Coca Cola,40,2026-03-26,Ordered,UPI,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
337,1,Brown Bread,19,Bakery,Healthy brown bread,/media/WhatsApp%20Image%202026-03-26%20at%2012.30.44.jpeg,Britannia,45,2026-03-26,Ordered,UPI,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
338,1,Instant Soup Packet,25,Packaged Food,Ready-to-make soup,/media/WhatsApp%20Image%202026-03-26%20at%2012.41.57%20(2).jpeg,Maggie,25,2026-03-26,Ordered,UPI,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
339,3,Mango Juice,26,Beverage,Refreshing mango drink,/media/WhatsApp%20Image%202026-03-26%20at%2014.13.19.jpeg,Maaza,55,2026-03-26,Ordered,UPI,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
340,2,Dove Soap,18,Personal Care,Care Moisturizing beauty soap,/media/WhatsApp%20Image%202026-03-26%20at%2012.27.45.jpeg,Dove ,55,2026-03-26,Ordered,Debit Card,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
341,2,Brown Bread,19,Bakery,Healthy brown bread,/media/WhatsApp%20Image%202026-03-26%20at%2012.30.44.jpeg,Britannia,45,2026-03-26,Ordered,Debit Card,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
342,1,Instant Soup Packet,25,Packaged Food,Ready-to-make soup,/media/WhatsApp%20Image%202026-03-26%20at%2012.41.57%20(2).jpeg,Maggie,25,2026-03-26,Ordered,Debit Card,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
343,2,Mango Juice,26,Beverage,Refreshing mango drink,/media/WhatsApp%20Image%202026-03-26%20at%2014.13.19.jpeg,Maaza,55,2026-03-26,Ordered,Debit Card,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
344,2,Coca Cola 500 ml,10,beverage,Soft drink,/media/download.jpeg,Coca Cola,40,2026-03-26,Ordered,Debit Card,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
345,1,Dove Soap,18,Personal Care,Care Moisturizing beauty soap,/media/WhatsApp%20Image%202026-03-26%20at%2012.27.45.jpeg,Dove ,55,2026-03-26,Ordered,Debit Card,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
346,1,Brown Bread,19,Bakery,Healthy brown bread,/media/WhatsApp%20Image%202026-03-26%20at%2012.30.44.jpeg,Britannia,45,2026-03-26,Ordered,Debit Card,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
347,1,Coffee Powder,20,Beverage,Instant coffee,/media/WhatsApp%20Image%202026-03-26%20at%2012.37.30.jpeg,Nescafe,180,2026-03-26,Ordered,Debit Card,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
348,1,Mango Juice,26,Beverage,Refreshing mango drink,/media/WhatsApp%20Image%202026-03-26%20at%2014.13.19.jpeg,Maaza,55,2026-03-26,Ordered,Debit Card,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
349,1,Coca Cola 500 ml,10,beverage,Soft drink,/media/download.jpeg,Coca Cola,40,2026-03-26,Ordered,Debit Card,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
350,1,Dove Soap,18,Personal Care,Care Moisturizing beauty soap,/media/WhatsApp%20Image%202026-03-26%20at%2012.27.45.jpeg,Dove ,55,2026-03-26,Ordered,Debit Card,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
351,1,Brown Bread,19,Bakery,Healthy brown bread,/media/WhatsApp%20Image%202026-03-26%20at%2012.30.44.jpeg,Britannia,45,2026-03-26,Ordered,Debit Card,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
352,1,Coffee Powder,20,Beverage,Instant coffee,/media/WhatsApp%20Image%202026-03-26%20at%2012.37.30.jpeg,Nescafe,180,2026-03-26,Ordered,Debit Card,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
353,1,Mango Juice,26,Beverage,Refreshing mango drink,/media/WhatsApp%20Image%202026-03-26%20at%2014.13.19.jpeg,Maaza,55,2026-03-26,Ordered,Debit Card,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
